Interne Zeilen ID;Interne Firmen ID;Dienste nach Alphabet und Jahr;Name;Sitz;Rechtsform;Reg.-gericht;HR-Nr. (neueste);IK-Nr.;GF;Jahr;Anlagenintensität (Quote);Umlaufintensität (Quote);Forderungsintensität (Quote);Vorratsintensität (Quote);Eigenkapitalquote;Fremdkapitalquote;Verschuldungsgrad (Quote);Anlagendeckungsgrad 1 (Quote);Anlagendeckungsgrad 2 (Quote);Liquidität Grad 1 (Quote);Liquidität Grad 2 (Quote);Liquidität Grad 3 (Quote);Eigenkapitalrentabilität (Quote);Gesamtkapitalrentabilität (Quote);Personalaufwandsquote;Personalaufwand je MA;Materialaufwandsquote;Materialaufwand je MA;Anlagevermögen (Einzelwert);Umlaufvermögen (Einzelwert);Gesamtvermögen (Einzelwert);Forderungen (Wertesumme);Kurzfristige Forderungen (Wertedifferenz);Bestand Vorräte (Wertesumme);Eigenkapital (Einzelwert);Gesamtkapital (Einzelwert);Fremdkapital (Wertesumme);Langfristiges Fremdkapital (Wertesumme);Liquide Mittel (Wertesumme);Kurzfristige Verbindlichkeiten (Wertedifferenz);Langfristige Verbindlichkeiten (Wertesumme);Jahresüberschuss (Wertesumme);Bilanzgewinn (Wertesumme);Fremdkapitalzinsen;Personalaufwand;Materialaufwand;Gesamtleistung;Mitarbeiter;1001;1002;1003;1004;1005;1006;1007;1008;1009;1010;1011;1012;1013;1014;1015;1016;1017;1018;1019;1020;1021;1022;1023;1024;1025;1026;1027;1028;1029;1030;1031;1032;1033;1034;1035;1036;1037;1038;1039;1040;1041;1042;1043;1044;1045;1046;1047;1048;1049;1050;1051;1052;1053;1054;1055;1056;1057;1058;1059;1060;1061;1062;1063;1064;1065;1066;1067;1068;1069;1070;1071;1072;1073;1074;1075;1076;1077;1078;1079;1080;1081;1082;1083;1084;1085;1086;1087;1088;1089;1090;1091;1092;1093;1094;1095;1096;1097;1098;1099;1100;1101;1102;1103;1104;1105;1106;1107;1108;1109;1110;1111;1112;1113;1114;1115;1116;1117;1118;1119;1120;1121;1122;1123;1124;1125;1126;1127;1128;1129;1130;1131;1132;1133;1134;1135;1136;1137;1138;1139;1140;1141;1142;1143;1144;1145;1146;1147;1148;1149;1150;1151;1152;1153;1154;1155;1156;1157;1158;1159;1160;1161;1162;1163;1164;1165;1166;1167;1168;1169;1170;1171;1172;1173;1174;1175;1176;1177;1178;1179;1180;1181;1182;1183;1184;1185;1186;1187;1188;1189;1190;1191;1192;1193;1194;1195;1196;1197;1198;1199;1200;1201;1202;1203;1204;1205;1206;1207;1208;1209;1210;1211;1212;1213;1214;1215;1216;1217;1218;1219;1220;1221;1222;1223;1224;1225;1226;1227;1228;1229;1230;1231;1232;1233;1234;1235;1236
90;12;69;gemeinnützige ProCurand Ambulante Pflege GmbH;Berlin;gGmbH;Charlottenburg;82582;461213748;Axel Theis, Heidrun Theis;2020;0,191719443;0,807614127;0,661965106;0,043637531;0,531811193;0,468096601;0,88019321;2,77390328;3,469677131;0,304781916;;0,807614127;0,109111572;0;;;;;465814,1;1962232,11;2429665,41;1608353,72;1608353,72;106024,6;1292123,26;2429665,41;1137318,12;324101,27;247853,79;813216,85;0;140985,6;0;;;;0;198;465814,1;;;;180051;;;;;285763,1;;;;;;;;;;;;;;;;;;;;1292123,26;;;;;;;;;;;;;;;;426137,66;;;;25000;;;;;;;;;140985,6;;;;700000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;198;;;;;;;;;1619,2;;224,03;324101,27;;;;;;;;;2429665,41;2429665,41;1962232,11;;1608353,72;;;;;;;;;;;;247853,79;;;;;;;;106024,6;;;;;813216,85;;;;;;813216,85;;;;;;;;;;;;;;;;;;;;;;;
91;13;75;Gemeinschaftswerk Wohnen und Pflege GmbH;Nauen;gGmbH;Potsdam;27575;;Werner Futterlieb;2020;0,123102953;0,819084955;0,614526791;0,003546888;0,393819599;0,594074782;1,508494712;3,19910765;5,06199894;0,55109727;15,27132205;0,819084955;0,182873829;0;0,792589039;31198,50506;0,050316076;1980,580437;507134,96;3374302,61;4119600,28;2531604,74;2531604,74;14611,76;1622379,33;4119600,28;2447350,64;944737,3;828086,11;1502613,34;220000;296690,72;0;;15724046,55;998212,54;19838839,28;504;507134,96;;;;166073,96;;;;166073,96;341061;341061;;;;;;;;;;;;;;;;;;;1622379,33;;;;;;;;;;;;;;1449033,97;;;;;;25000;;;;;;;;148345,36;;;;;;;;;;;;;;;;;;;;;184024,26;;;;;25803,02;;;-480746;;;;;;;;167222,36;;480746;179888,85;1752057,47;;;23602,71;;;;;;;;148345,36;;998212,54;162094,19;836118,35;;;;;;;15724046,55;13031578,36;;2692468,19;;73035,83;;2727189,27;433916,32;;18877;;;;;;19381320,25;;12341,48;;2154,07;;;3092977,48;;179563,64;;;;;76;;48;72;261;9;504;11;;27;;;;;;238162,71;;0;724737,3;724737,3;;;;;49870,31;;;4119600,28;4119600,28;3374302,61;;2531604,74;;;1686688,86;;13937,33;;0;;830978,55;;;828086,11;;;;;;;;14611,76;;14611,76;;;1722613,34;;;;;;;;;;1067471,49;261152,76;13217,65;;;;356143,43;356000;;;271515,95;52000;220000;;;27482,47;27000;;;
92;14;81;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);Potsdam;UG (haftungsbeschänkt);Potsdam;24862;463203056;Elena Sutulin, Tamara Streltsova;2020;0,179133131;0,820866869;0,674223819;0;0,212833732;0,787166268;3,698503334;1,188131591;1,334101011;0,192693196;;0,76160252;1,130336685;0;0,899860312;;0,045061906;;27403;125572,61;152975,61;103139,8;94073,8;0;32558,37;152975,61;120417,24;4000;22432,81;116417,24;0;36801,92;0;;912721,7;45705,96;1014292,65;;27403;;;;;;;;;27403;;3117;24286;;;;;;0;;;;;;;;;;;32558,37;;;;0;;0;;;;;;;;17962,24;17962,24;32897,09;;;;100;;;;;;;18400,96;;;;;;;;;;;;;;;;;;;13631,19;;;;;;;13631,19;;;;;;;;;;;;;;;;;;976073,62;;;;;;;;18400,96;;;45705,96;;;;;;0;45705,96;18379,96;912721,7;749233,3;;163488,4;;;;9970,65;38019,23;;;199,8;;;;29682,81;;;2601,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4000;4000;;;;;;;;152975,61;152975,61;125572,61;;103139,8;;;85926,98;;;;;;17212,82;9066;;;;;;;22432,81;;;;;;;0;116417,24;;;;;;;;;;52327,97;19120,11;888,29;52327,97;;;;;;;64089,27;5613,43;;;;;;;;
93;15;87;Hauskrankenpflege Eckert GmbH;Kloster Lehnin;GmbH;Potsdam;34650;461200583;Evelyne Eckert, Silvana Reiß;2020;0,374050144;0,601835421;0,381756965;0;0,033254806;0,966745194;29,07084139;0,088904674;0,263272549;0,244118551;;0,601835421;-0,171390988;0;;;;;129630,53;208571,62;346559,23;132301,4;132301,4;0;11524,76;346559,23;335034,47;22603,4;76270,22;312431,07;0;-1975,24;0;;;;0;;129630,53;;;;108;;;;;129522,53;;;;;;;;;;;;;;;;;;;;11524,76;;;;0;;;;;;;13500;;;;;;;;;26000;;;;;;;;;;-1975,24;;;;;;-12500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8357,08;;;22603,4;;;;;;;;;346559,23;346559,23;208571,62;;132301,4;;;;;;;;;;;;;;;76270,22;;;;;;;;;;312431,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;16;93;Hauskrankenpflege Wohlfeld GmbH;Berlin;GmbH;Berlin (Charlottenburg);20824;461213793;Sabine Böhner-Schwanbeck;2020;0,160182303;0,815525255;0,689740005;0;0,635506505;0,364441252;0,573465809;3,967395228;4,289887525;0,344825395;;0,797595766;0;0,600983876;;;;;118782;604746,71;741542,59;511471,59;511471,59;0;471255,14;741542,59;270248,71;38306,28;79979,64;231942,43;0;0;445655,14;;;;0;;118782;;;;3250;;;;;115532;;;;;;;;;;;;;;;;;;;;471255,14;;;;445655,14;;;;;;;;;;;;;;;;25600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18013,88;;38,74;38306,28;;;;;;;;;741542,59;741542,59;604746,71;;511471,59;;;;;;;;;;;;;;;79979,64;;;;;0;;;;;231942,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;17;99;HISB Betreuungsdienst Potsdam GmbH & Co. KG;Potsdam;GmbH & Co. KG;Potsdam;7005;461212100;René Jahnke;2020;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;18;105;KARINA Hauskrankenpflege GmbH;Werder (Havel);GmbH;Potsdam;19104;461208193;Karina Eggert;2020;0,508959177;0,485246738;0,322530654;0,009092781;0,442523877;0,487679335;1,102040728;0,869468313;1,075304002;0,401191781;;0,485246738;0,26523794;0;;;;;1191406,27;1135898,58;2340868,04;755001,7;755001,7;21285;1035890;2340868,04;1141592,97;245233,93;359611,88;896359,04;0;274757,33;0;;;;0;80;1191406,27;;;;5;;;;;1191401,27;;;;;;;;;;;;;;;;;;;;1035890;;;;;;;;;;;;;;;;748632,67;;;;;;12500;;;;;;;274757,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;13563,19;;;245233,93;;;;163385,07;;;;;2340868,04;2340868,04;1135898,58;;755001,7;;;;;;;;;;;;;;;359611,88;;;;;21285;;;;;896359,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;19;111;KIPFL - KinderIntensivPflegedienst GmbH;Potsdam;GmbH;Potsdam;23280;463201920;Andreas Patz;2020;0,116702768;0,876984375;0,874045516;0;0,121178757;0,878821243;7,252271489;1,038353751;3,187120132;0,004679307;;0,876984375;0;0,121175642;;;;;37467;281552,65;321046,37;280609,14;280609,14;0;38904;321046,37;282142,37;80507,83;943,51;201634,54;0;0;38903;;;;0;49;37467;;;;150;;;;;37317;;;;;;;;;;;;;;;;;;;;38904;;;;;;;;38903;;;;;;;;;;;;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49;;;;;;0;;;2026,72;;;80507,83;;;;;;;;;321046,37;321046,37;281552,65;;280609,14;;;;;;;;;;;;;;;943,51;;;;;;;;;;201634,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;20;117;Kreuzpunkt Pflegedienst GmbH;Michendorf (Teltow OT Rühlsdorf);GmbH;Potsdam;22337;463201281;Hartmut Born, Gabriela Büge;2020;0,379139687;0,618893106;0,198354947;0;0,782621572;0,216816424;0,277038651;2,064203772;2,143058228;2,249834826;;0,618893106;0,292437338;0;;;;;818990,36;1336888,5;2160128,28;428472,13;428472,13;0;1690562,99;2160128,28;468351,29;64581,04;908416,37;403770,25;0;494383,74;0;;;;0;;818990,36;520;;;1190;;;;;817280,36;;;;;;;;;;;;;;;;;;;;1690562,99;;;;;;;;;;;;;;;;1171179,25;;;;;;25000;;;;;;;494383,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4249,42;;1214;64581,04;;;;;;;;;2160128,28;2160128,28;1336888,5;;428472,13;;;;;;;;;;;;;;;908416,37;;;;;;;;;;403770,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;21;123;Lavendel-Residenz GmbH;Berlin;GmbH;Berlin (Charlottenburg);140259;461206215;Dr. Andreas Gerl;2020;0,326425136;0,673574864;0,154583371;0,007714973;0,616635201;0,339091193;0,549905669;1,889055509;2,535828634;3,995340807;4,814509193;0,673574864;-0,46711312;0;;;;;423106;873074,82;1296180,82;200368;200368;10000;799270,72;1296180,82;439523,5;273653,59;662706,82;165869,91;179265,38;-373349,84;0;;;;0;87;423106;25000;;;2782;;;;;395324;;;;;;;;;;;;;;;;;;;;799270,72;;;;;;;;;;;;;;;;;;;;511291,88;;;;;;;;;-373349,84;;;;82034,51;;;;;-167405,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87;;;;;;;;;0;;57386,6;94388,21;;;;;;;;;1296180,82;1296180,82;873074,82;;200368;;;;;;;;;;;;;;;662706,82;;;;;10000;;;;;345135,29;;;;;;165869,91;179265,38;;;;;;;;;;;;;;;;;;;;;;
100;22;129;Lietzmann Pflege- & Betreuungsdienst GmbH;Kloster Lehnin;GmbH;Potsdam;34392;461203826;Kathrin Lietzmann;2020;0,042749743;0,957250257;0,466291774;0,003028863;0,269569496;0,730430504;2,709618535;6,305757082;8,49396312;0,766118565;-82,89117454;0,953769327;0,768455033;0;;;;;17191;384940,07;402131,07;187510,41;186110,62;1218;108402,27;402131,07;293728,8;37617,45;196211,66;256111,35;-4612,34;83302,27;0;;;;0;25;17191;;;;2;;;;;17189;;;;;;;;;;;;;;;;;;;;108402,27;;;;;0;;;;;;;;;;;;;;;;;25100;;;;;;;83302,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;;;;;42229,79;;;;;;;;;402131,07;402131,07;384940,07;;187510,41;;1399,79;;;;;;;;;;;;;196211,66;;;;;1218;;;;;251499,01;;;;;;256111,35;-4612,34;;;;;;;;;;;;;;;;;;;;;;
101;23;135;LIONCARE Wohnen und Pflege GmbH;Nauen;GmbH;Potsdam;36135;501208569;Werner Futterlieb;2020;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;24;141;LiSA Hauskrankenpflege GmbH;Groß Kreutz (Havel);GmbH;Potsdam;29167;463203784;Karin Hampel;2020;0,1045112;0,885516507;0,410155868;0;0,740168086;0,259831914;0,35104447;7,082189133;8,043249813;2,982368522;;0,885516507;0;0,709690529;;;;;85728;726367,69;820275,72;336440,9;336440,9;0;607141,91;820275,72;213133,81;82389,81;389926,79;130744;0;0;582141,91;;;;0;28;85728;;;;3636;;;;;82092;;;;;;;;;;;;;;;;;;;;607141,91;;;;582141,91;;;;;;;;;;;;;;;;25000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;;;;;;;;8180,03;;;82389,81;;;;;;;;;820275,72;820275,72;726367,69;;336440,9;;;;;;;;;;;;;;;389926,79;;;;;;;;;;130744;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;25;147;Medella UG (haftungsbeschränkt);Potsdam;UG (haftungsbeschänkt);Potsdam;32470;461212769;Yury Shulgin;2020;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;29;171;Pflegedienst Eva Kohl GmbH/PEK GmbH;Potsdam;GmbH;Potsdam;26865;463203513;Eva Kohl, Robert Kohl;2020;0,258369086;;0,472182156;0;0,785791814;0,212685993;0,270664557;3,041353853;3,630058765;4,360869031;2997,601067;0,6844388;0,296151936;0;;;;;169734,85;;656947,21;310198,75;276078,75;0;516223,74;656947,21;139723,47;99923,74;173561,41;39799,73;150;152880,66;0;;;;0;29;169734,85;55000;42500;12500;55968;7116;;48852;;58766,85;55877;;;2889,85;;;;;;;;;;;;;;;;516223,74;;;;;;;;;;;;;;;;336343,08;;;;27000;;;;;;;;;152880,66;;;;;;;;;;310198,75;162346,63;;147852,12;34120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;173561,41;;;;;;;;;29;;;;;;;;;3452,2;;1000;99773,74;76222,74;23551;;;;;;;656947,21;656947,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;39949,73;;;;;;;;;;12990,47;7585,58;120;12840,47;;150;8686,43;8686,43;;;18272,83;18272,83;0;;;;;;;
105;26;153;Pflegedienst am See GmbH;Potsdam;GmbH;Potsdam;16741;461207158;Petra Krehan;2020;0,016802432;0,960680561;0,953810903;0;0,386455268;0,613544732;1,587621605;22,99995999;30,12961323;0,013913254;79,56010318;0,939952034;0,472129795;0;;;;;7498;428698,82;446244,92;425633,27;416383,27;0;172453,7;446244,92;273791,22;53458,14;3065,55;220333,08;5272,1;81420,53;0;;;;0;;7498;;;;3283;;;;;4215;;;;;;;;;;;;;;;;;;;;172453,7;;;;0;;;;;;;;;;;;;;66033,17;;;;25000;;;;;;;;81420,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10048,1;;;48186,04;;;;;;;;;446244,92;446244,92;428698,82;;425633,27;;9250;;;;;;;;;;;;;3065,55;;;;;;;;;;225605,18;;;;9769,47;;220333,08;5272,1;;;;;;;;;;;;;;;;;;;;;;
106;27;159;Pflegedienst Herbstzeit GmbH;Potsdam;GmbH;Potsdam;26740;463204375;Andreas Alert, Michael Köder-Höller;2020;0,441238574;0,544248296;0,54100219;0;0,29798193;0,70201807;2,35590819;0,675330644;1,102074935;0,0063188;;0,489340393;0,805633788;0;0,777072595;42395,51375;0,068861015;3756,918125;132862;163879,41;301111,48;162901,97;146368,57;0;89725,78;301111,48;211385,7;56698,1;977,44;154687,6;0;72286,12;0;;1356656,44;120221,38;1745855,47;32;132862;;;;99223;502;;98721;;33639;;2775;30864;;;;;;;;;;;;;;;;;89725,78;;;;;;;;;;;12500;;;;;41082,72;;;;25000;;;;;;;;;36143,06;;;;;;;12500;;;;;;;;;;46739;;;;;;;46739;;;;;;;;;;;;;;;;;;901481,73;;;;;;;;;;36143,06;120221,38;;;;;;1729,44;118491,94;129474,54;1356656,44;1118850,18;;237806,26;19440;;;20295,66;56905,97;;;219,2;;;;31366,37;;787248,57;4959,02;;;;;;;;;;;;;;;;;;32;;;;;;;;;4370,07;;;56698,1;56698,1;;;;;;;;301111,48;301111,48;163879,41;;162901,97;;;114040,9;;;;;;48861,07;16533,4;;;;;;;977,44;;;;;;;;154687,6;;;;;;;;;;19918,1;15009,66;;19918,1;;;5410,62;5410,62;;;129358,88;21112,43;;;;;;;;
107;28;165;Pflegedienst Marcel Krönert GmbH;Potsdam;GmbH;Potsdam;34492;461212111;Marcel Krönert;2020;0;1;0;0;0,768653195;0,231346805;0,300976834;;;5,185225102;;1;-0,301978356;0;;;;;0;25980;25980;0;0;0;19969,61;25980;6010,39;1000;25980;5010,39;0;-6030,39;0;;;;0;0;0;;;;0;;;0;;0;0;;;;;;;;;;;;;;;;;;;19969,61;;;;;;;;;;;;;;;;;;0;;;;;;;;26000;;;;-6030,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;1000;;;;;;;;;25980;25980;25980;;0;;;0;;;;;;0;;;;;;;;;25980;;;;;;;5010,39;0;;;;;;;;;5010,39;;;;;;0;;;;0;;;;;;;;;
108;30;177;Pflegedienst Qualitas GmbH;Potsdam;GmbH;Potsdam;16397;461206965;Brigitte Naumann, Friederike Fritz, Alexander Fritz;2020;0,106216592;0,892123619;0,25839521;0,014222052;0,773620981;0,220294574;0,284757755;7,283428742;7,91174642;4,034378882;;0,892123619;0,465022046;0;;;;;65368;549032,27;615421,74;159022,03;159022,03;8752,56;476103,17;615421,74;135574,07;41071,87;381257,68;94502,2;0;221398,47;0;;;;0;32;65368;;;;1;;;;;65367;;;;;;;;;;;;;;;;;;;;476103,17;;;;;;;;;;;;;;;;229204,7;;;;25500;;;;;;;;;221398,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;;;;;;1021,47;;3744,5;41071,87;;;;;;;;;615421,74;615421,74;549032,27;;159022,03;;;;;;;;;;;;;;;381257,68;;;;;8752,56;;;;;94502,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;31;183;Pflegedienst Träger GmbH;Treuenbrietzen;GmbH;Potsdam;36099;461202153;Andreas Träger;2020;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;32;189;Pflegeteam Potsdam Antje Schneider GmbH;Potsdam;GmbH;Potsdam;27727;463204319;Antje Schneider;2020;0,142082;0,840877859;0,599285134;0;0,704120682;0,295879318;0,420211089;4,955734599;5,617452635;1,196826578;;0,840877859;0;0,656541027;;;;;77641;459499,43;546452,05;327480,59;327480,59;0;384768,19;546452,05;161683,86;51376,45;132018,84;110307,41;0;0;358768,19;;;;0;25;77641;;;;3;;;;;77638;;;;;;;;;;;;;;;;;;;;384768,19;;;;358768,19;;;;;;;;;;;;;;;;26000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;;9311,62;;;51376,45;;;;;;;;;546452,05;546452,05;459499,43;;327480,59;;;;;;;;;;;;;;;132018,84;;;;;;;;;;110307,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;33;195;"PSL ""Ihr Pflegedienst für Stadt und Land"" GmbH";Beetzsee;GmbH;Potsdam;28439;463202373;Eva Rettig;2020;0,742186224;0,248966356;0,117533043;0;0,410432335;0,589414808;1,436082778;0,553004518;0,610327464;0,240337176;;0,248966356;0;0,406226294;;;;;2382172,22;799099,63;3209669,14;377242,18;377242,18;0;1317352;3209669,14;1891826,52;136553,13;421857,45;1755273,39;0;0;1303852;;;;0;67;2382172,22;;;;1674;;;;;2380498,22;;;;;;;;;;;;;;;;;;;;1317352;;;;1303852;;;;;;;13500;;;;;;;;;26000;;;;;;;;;;;;;;;;-12500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;;;;;;28397,29;;490,62;136553,13;;;;;;;;;3209669,14;3209669,14;799099,63;;377242,18;;;;;;;;;;;;;;;421857,45;;;;;;;;;;1755273,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;34;201;PTS Pflegeteam Sanitas GmbH;Kleinmachnow;GmbH;Potsdam;28074;461210222;Angela Heyroth;2020;0,074033741;0,912836678;0,710453312;0;0,602664158;0,397335842;0,659298943;8,140398554;9,596617388;0,699014966;;0,912836678;0,387095118;1,03377919;0,67554707;36027,08095;0,176406897;9407,820476;21578;266056,93;291461,7;207069,93;207069,93;0;175653,52;291461,7;115808,18;31422,29;58987;84385,89;0;67994,62;301307,04;;756568,7;197564,23;1119934,84;21;21578;;;;0,5;0,5;;;;21577,5;;21577,5;0;;;;;;;;;;;;;;;;;175653,52;;;;150653,52;;82658,9;;;;;;;;;;;;;;25000;;;;;;;;;;;;;;;;;;;;;;;;;;6613,62;;;;;;;6613,62;;;;;150653,52;;;;;;;;;;;;;663984,11;;;;;;;82658,9;;;67994,62;197564,23;;;;;;;197564,23;34586,4;756568,7;617984,91;;138583,79;522,5;;;34018,64;49772,35;;;;;;;22474,74;;406178,38;113,89;;;;;;;;;;;;;;;;;;21;;;;;;;;;3826,77;;;31422,29;15826,22;15596,07;;;;;;;291461,7;291461,7;266056,93;;207069,93;;;197798,32;;;;;;9271,61;;;;;;;;58987;;;;;;;;84385,89;;;;;;;;;;48391,12;22280,72;7337,76;37561,12;;;32733,91;32733,91;3260,86;;;;;;;;;;;
113;35;207;SAB Service für Assistenz und Pflege im ambulanten Bereich GmbH;Düsseldorf;GmbH;Düsseldorf;79412;461213441;Jacek Sabiniarz;2020;0,178090013;0,818586345;0,728728529;0;0,411243737;0,588756263;1,431647975;2,309190336;4,920190746;0,726046514;9,864269719;0,806228783;0,814839779;0,251323318;0,865602705;29248,23792;;;860307;3954379,87;4830742,53;3520299,9;3460603,7;0;1986612,61;4830742,53;2844129,92;2246261,93;434079,97;597867,99;394827,37;1618770,98;1214078,24;;17285708,61;;19969564;591;860307;12250;;12250;;;;;;848057;187251;;;;;;660806;;;;;607039,12;202346,37;;202346,37;;;809385,49;;1986612,61;;;;607039,12;;;;;;;;;;1341353,49;;;;;;52000;;;-13780;38220;;;;;;;;;;;;;;;;;;;;;;76679,78;;;;;;76679,78;;;;;;;;;;;;809936,14;;;;;;;;;;;;;;;;;809385,49;;;;;;;;;;17285708,61;14404399,72;;2881308,89;;22525,96;19969270,21;1602081,69;;;550,65;293,79;;;153812,29;;;;41345,49;200;;;;;;;;;241;307;;;;;;;591;;;;43;;;;;16055,66;;;1851434,56;;;;;;;;;4830742,53;4830742,53;3954379,87;;3520299,9;;59696,2;;;;;;;;;;;;;434079,97;;;;;;;;;;992695,36;;;;;;;;;;562299,17;107681,6;177422,78;562299,17;;;;;;;430396,19;35568,82;394827,37;;;;;;;
